Gene,Freq
Wdr41,0.011000000000000001
Rbmxl1,0.011000000000000001
Wdr83,0.011000000000000001
C17orf80,0.011000000000000001
Btg2,0.011000000000000001
Hcn4,0.011000000000000001
Bcr,0.011000000000000001
Snai2,0.011000000000000001
Slc15a2,0.011000000000000001
Scrn3,0.011000000000000001
Mettl23,0.011000000000000001
Srd5a1,0.011000000000000001
Chrd,0.011000000000000001
Gas8,0.011000000000000001
Ppp1r13l,0.011000000000000001
Znf620,0.011000000000000001
Tlk1,0.011000000000000001
Wdr49,0.011000000000000001
Ddx43,0.011000000000000001
Aloxe3,0.011000000000000001
Ddx20,0.011000000000000001
Znf559,0.011000000000000001
Lars2,0.011000000000000001
Mepce,0.011000000000000001
Acsm2a,0.011000000000000001
Cpeb1,0.011000000000000001
Znf558,0.011000000000000001
Gas6,0.011000000000000001
Znf16,0.011000000000000001
Htr3a,0.011000000000000001
Rbmxl2,0.011000000000000001
Usp45,0.011000000000000001
Nprl2,0.011000000000000001
Catsperg,0.011000000000000001
Mindy4,0.011000000000000001
C9,0.011000000000000001
Dennd1c,0.011000000000000001
Mrtfb,0.011000000000000001
Adamts10,0.011000000000000001
Ddx19b,0.011000000000000001
Znf525,0.011000000000000001
Rasgrp3,0.011000000000000001
Bnipl,0.011000000000000001
C7,0.011000000000000001
Gp6,0.011000000000000001
Vars1,0.011000000000000001
Mrtfa,0.011000000000000001
Plekhm1,0.011000000000000001
Ets1,0.011000000000000001
Kat5,0.011000000000000001
Ighv1or21-1,0.011000000000000001
Tmem87a,0.011000000000000001
Cntf,0.011000000000000001
Nusap1,0.011000000000000001
Thap7,0.011000000000000001
Znf530,0.011000000000000001
Npr1,0.011000000000000001
Mindy1,0.011000000000000001
Wdr46,0.011000000000000001
Rbm8a,0.011000000000000001
Mettl24,0.011000000000000001
Gas7,0.011000000000000001
Znf660,0.011000000000000001
Angpt4,0.011000000000000001
Cnbd1,0.011000000000000001
Ppp1r13b,0.011000000000000001
Actl7b,0.011000000000000001
Pcdhgc5,0.011000000000000001
Pank3,0.011000000000000001
Cyp1a2,0.011000000000000001
Phldb3,0.011000000000000001
Wdr59,0.011000000000000001
Catsper2,0.011000000000000001
Entrep3,0.011000000000000001
Zbbx,0.011000000000000001
Acot12,0.011000000000000001
Ddx50,0.011000000000000001
Col13a1,0.011000000000000001
Bcl2l13,0.011000000000000001
Utp14c,0.011000000000000001
Znf551,0.011000000000000001
Klf10,0.011000000000000001
Ptpdc1,0.011000000000000001
Cyp2a13,0.011000000000000001
Traf3ip3,0.011000000000000001
Slc19a1,0.011000000000000001
Lpgat1,0.011000000000000001
Arb2a,0.011000000000000001
Znf548,0.011000000000000001
Spry2,0.011000000000000001
Bloc1s2,0.011000000000000001
Wdr70,0.011000000000000001
Cracdl,0.011000000000000001
Rabgap1,0.011000000000000001
Fam124a,0.011000000000000001
Selenbp1,0.011000000000000001
Tubgcp4,0.011000000000000001
Tor1a,0.011000000000000001
Ngef,0.011000000000000001
Cherp,0.011000000000000001
Snrk,0.011000000000000001
Rfc4,0.011000000000000001
Wdr72,0.011000000000000001
Glipr1l1,0.011000000000000001
Or7g2,0.011000000000000001
Cnbd2,0.011000000000000001
Znf662,0.011000000000000001
Cryba4,0.011000000000000001
Pank4,0.011000000000000001
Tfpt,0.011000000000000001
Znf556,0.011000000000000001
Sparcl1,0.011000000000000001
Secisbp2,0.011000000000000001
Znf610,0.011000000000000001
Cpox,0.011000000000000001
Rhbdl3,0.011000000000000001
Nim1k,0.011000000000000001
Chtf18,0.011000000000000001
Rfc1,0.011000000000000001
Znf614,0.011000000000000001
Elac2,0.011000000000000001
Rgma,0.011000000000000001
Adissp,0.011000000000000001
Rnf13,0.011000000000000001
Plekhg5,0.011000000000000001
Dmrtb1,0.011000000000000001
Grin3a,0.011000000000000001
Gp2,0.011000000000000001
Podn,0.011000000000000001
Pcdhga1,0.011000000000000001
Gemin2,0.011000000000000001
Dsg4,0.011000000000000001
Irx4,0.011000000000000001
Sgsm2,0.011000000000000001
Mcoln3,0.011000000000000001
Mmp20,0.011000000000000001
Tonsl,0.011000000000000001
Znf157,0.011000000000000001
Tox,0.011000000000000001
Ulk4,0.011000000000000001
Eif2ak1,0.011000000000000001
Etv4,0.011000000000000001
Etv5,0.011000000000000001
Usp36,0.011000000000000001
Foxk2,0.011000000000000001
Ap4b1,0.011000000000000001
Azin1,0.011000000000000001
Skida1,0.011000000000000001
Rassf9,0.011000000000000001
Serbp1,0.011000000000000001
Map2k2,0.011000000000000001
Insc,0.011000000000000001
Mavs,0.011000000000000001
Frg2b,0.011000000000000001
Map2k1,0.011000000000000001
Glt6d1,0.011000000000000001
Or5m10,0.011000000000000001
Rassf8,0.011000000000000001
Gmppb,0.011000000000000001
Semg1,0.011000000000000001
Gpnmb,0.011000000000000001
Wdr25,0.011000000000000001
Znf805,0.011000000000000001
S1pr1,0.011000000000000001
Pfkl,0.011000000000000001
Tp53inp1,0.011000000000000001
Riok3,0.011000000000000001
Sdcbp,0.011000000000000001
Cops4,0.011000000000000001
Nlrp11,0.011000000000000001
Me1,0.011000000000000001
Gpam,0.011000000000000001
Stra8,0.011000000000000001
Cfap52,0.011000000000000001
Stat3,0.011000000000000001
Gcc1,0.011000000000000001
Or8u3,0.011000000000000001
Kcnj1,0.011000000000000001
Ebf1,0.011000000000000001
Pou4f1,0.011000000000000001
Mmp27,0.011000000000000001
Emc3,0.011000000000000001
Stk4,0.011000000000000001
Mtdh,0.011000000000000001
Fibcd1,0.011000000000000001
Slc22a2,0.011000000000000001
Stk3,0.011000000000000001
Sgsm1,0.011000000000000001
Dnmt3l,0.011000000000000001
Sgsm3,0.011000000000000001
Gstm3,0.011000000000000001
Wdr26,0.011000000000000001
Znf44,0.011000000000000001
Pak6,0.011000000000000001
Dtwd1,0.011000000000000001
Znf571,0.011000000000000001
Ppp2r2b,0.011000000000000001
Ero1a,0.011000000000000001
Znf671,0.011000000000000001
Coq8a,0.011000000000000001
Adam9,0.011000000000000001
Qsox1,0.011000000000000001
Eln,0.011000000000000001
Zdhhc8,0.011000000000000001
Pgap1,0.011000000000000001
Znf34,0.011000000000000001
Ilvbl,0.011000000000000001
Tab2,0.011000000000000001
Megf6,0.011000000000000001
Slc20a2,0.011000000000000001
Nsmce3,0.011000000000000001
Gatb,0.011000000000000001
Znf514,0.011000000000000001
Angel1,0.011000000000000001
Adamts19,0.011000000000000001
Cactin,0.011000000000000001
Znf630,0.011000000000000001
Rpl4,0.011000000000000001
Prdm1,0.011000000000000001
Nxpe3,0.011000000000000001
Grtp1,0.011000000000000001
Chpf2,0.011000000000000001
Fmnl3,0.011000000000000001
Aox1,0.011000000000000001
Slc13a4,0.011000000000000001
Specc1,0.011000000000000001
Scamp3,0.011000000000000001
Hmgb2,0.011000000000000001
Vapa,0.011000000000000001
B4galt3,0.011000000000000001
Ahrr,0.011000000000000001
Ccnt2,0.011000000000000001
Mmaa,0.011000000000000001
Tor3a,0.011000000000000001
Ppp2r3c,0.011000000000000001
Eaf2,0.011000000000000001
Piwil4,0.011000000000000001
Foxj2,0.011000000000000001
Kifbp,0.011000000000000001
Adam2,0.011000000000000001
Cd93,0.011000000000000001
Kifc2,0.011000000000000001
Iglv2-8,0.011000000000000001
Rdh16,0.011000000000000001
Gstk1,0.011000000000000001
Plxna1,0.011000000000000001
Tbl1xr1,0.011000000000000001
Map3k8,0.01
Epha4,0.01
Rps6kb1,0.01
Golph3,0.01
Birc2,0.01
Arhgap26,0.01
Was,0.01
Mlst8,0.01
Hla-a,0.009000000000000001
Tcf3,0.009000000000000001
Srsf2,0.009000000000000001
Ppp6c,0.009000000000000001
Tcf7l2,0.009000000000000001
Xrcc2,0.009000000000000001
Nfkbia,0.009000000000000001
Rit1,0.009000000000000001
H3c10,0.009000000000000001
Vtcn1,0.009000000000000001
Cebpa,0.009000000000000001
Fyn,0.009000000000000001
Bbc3,0.009000000000000001
Xiap,0.009000000000000001
H3c13,0.009000000000000001
Epcam,0.009000000000000001
Ppm1d,0.009000000000000001
Psmc5,0.008
Or1a1,0.008
Tyw1,0.008
Eml3,0.008
Il20ra,0.008
Psat1,0.008
Cd180,0.008
Astl,0.008
Ap2a2,0.008
Gja5,0.008
Lclat1,0.008
Tnf,0.008
Fastk,0.008
Clcnkb,0.008
Trh,0.008
Homer1,0.008
Acap1,0.008
Hdac11,0.008
Ugt2a1,0.008
Acap2,0.008
Dbr1,0.008
Map2k3,0.008
Btf3,0.008
Nif3l1,0.008
Nampt,0.008
Eeig1,0.008
Rab10,0.008
Cyp27a1,0.008
Znf680,0.008
Ap1g1,0.008
Krtap27-1,0.008
Tbc1d14,0.008
Clip3,0.008
Hnrnpr,0.008
Agap1,0.008
Gatm,0.008
Itga6,0.008
Mbnl2,0.008
Simc1,0.008
Cyp27c1,0.008
Fut4,0.008
Pnma2,0.008
Tro,0.008
Nlgn3,0.008
Fam169a,0.008
Ttc31,0.008
Ugt8,0.008
Carm1,0.008
Fam161b,0.008
Mocs1,0.008
Zmat1,0.008
Zfp41,0.008
Fth1,0.008
Slc34a3,0.008
Krtap9-8,0.008
Psmb9,0.008
Psmb8,0.008
Per2,0.008
Gja1,0.008
Ankrd20a4p,0.008
Wnt11,0.008
Lonp2,0.008
Piezo2,0.008
Pdss1,0.008
Mto1,0.008
Fgf23,0.008
Ostm1,0.008
Wnt5a,0.008
Fut3,0.008
Mtrr,0.008
Aqp6,0.008
Pmm1,0.008
Use1,0.008
Tinf2,0.008
Trim49c,0.008
Znf652,0.008
Kiaa0930,0.008
Znf677,0.008
Tmem26,0.008
Cyp19a1,0.008
Cpsf2,0.008
Lemd1,0.008
Btrc,0.008
Znf649,0.008
Znf709,0.008
Ddx6,0.008
Duox1,0.008
Grin1,0.008
Ppp4r2,0.008
Mtm1,0.008
Ndel1,0.008
Adsl,0.008
Lsamp,0.008
Psmd4,0.008
Aqp2,0.008
Slc13a5,0.008
Eloa,0.008
Aqp5,0.008
Rngtt,0.008
Ngdn,0.008
Gpr89b,0.008
Dcdc2,0.008
Fbxl19,0.008
Znf80,0.008
Nkpd1,0.008
Aqp4,0.008
Nphp4,0.008
Midn,0.008
Brsk2,0.008
Cmklr1,0.008
Linc01559,0.008
Ripor2,0.008
Lctl,0.008
Yars1,0.008
Dnajb14,0.008
Capn6,0.008
Hdc,0.008
Mapk8ip1,0.008
Znf653,0.008
Faf1,0.008
Ids,0.008
H4c13,0.008
Gdf9,0.008
Znf90,0.008
Nepro,0.008
Cp,0.008
Znf98,0.008
Capn7,0.008
Ugt2a3,0.008
Grb10,0.008
Rit2,0.008
Fam91a1,0.008
Helq,0.008
Znf704,0.008
Nkd1,0.008
Mmachc,0.008
Taar1,0.008
Ifrd1,0.008
Rufy1,0.008
Znf648,0.008
Plin4,0.008
Kcnmb1,0.008
Prkch,0.008
Gabbr2,0.008
Tpbg,0.008
Gnb3,0.008
Dok2,0.008
Eif4e3,0.008
Unc93a,0.008
Fpr2,0.008
Cdc16,0.008
Ablim1,0.008
Mta1,0.008
Dyrk4,0.008
Efcab3,0.008
Fadd,0.008
Ankrd24,0.008
Tdg,0.008
Psma5,0.008
Cox10,0.008
Ube2j1,0.008
Ccdc116,0.008
Cyth2,0.008
Dipk2a,0.008
Stk11,0.008
Sardh,0.008
Acat1,0.008
Hap1,0.008
Slc3a2,0.008
Ift46,0.008
Cwh43,0.008
Slc26a6,0.008
Plk1,0.008
Sinhcaf,0.008
Rxrb,0.008
Gnb4,0.008
Slc7a10,0.008
Spz1,0.008
Mtf2,0.008
Idh2,0.008
Map1lc3a,0.008
Dennd2b,0.008
Pcsk4,0.008
Vav3,0.008
Dok5,0.008
Raly,0.008
Acads,0.008
Chrdl1,0.008
Ttc12,0.008
C11orf16,0.008
Mrpl40,0.008
Sec14l4,0.008
Esrrg,0.008
Chrdl2,0.008
Ctbs,0.008
Znf668,0.008
Mvb12a,0.008
Wnt2b,0.008
Trpv3,0.008
Aopep,0.008
Tef,0.008
Gabpa,0.008
Tapbp,0.008
Znf613,0.008
Dgat2l6,0.008
Ttl,0.008
Galc,0.008
Ddr1,0.008
Sec14l3,0.008
Dyrk3,0.008
Znf689,0.008
Irak4,0.008
Lancl2,0.008
C11orf42,0.008
P4ha1,0.008
Linc02870,0.008
Swi5,0.008
Strip1,0.008
Ern1,0.008
Iglon5,0.008
Hao1,0.008
Slc26a10p,0.008
Has1,0.008
Tmem65,0.008
Tcerg1,0.008
Serac1,0.008
Slc4a2,0.008
Rbms3,0.008
Cyp2b6,0.008
Dym,0.008
Caps2,0.008
Ccdc85a,0.008
Znf683,0.008
Rftn1,0.008
Atp6v1c1,0.008
Nfix,0.008
Il10rb,0.008
Trmt10b,0.008
Naf1,0.008
St3gal5,0.008
Cap2,0.008
Entpd5,0.008
Copb1,0.008
Znf629,0.008
Cdc37,0.008
Gdf5,0.008
Vwa3a,0.008
Prkar2b,0.008
Dek,0.008
Fgf10,0.008
Dcaf12l1,0.008
Atp6v1c2,0.008
Slc16a5,0.008
Zfp57,0.008
Ift56,0.008
Pou2af1,0.008
Gdf3,0.008
Ifnlr1,0.008
Gnai3,0.008
Dipk2b,0.008
Etv3l,0.008
Mrpl58,0.008
Gng4,0.008
Setd3,0.008
Gnb1,0.008
Fhit,0.008
Mettl21c,0.008
Stk10,0.008
Nagk,0.008
Hspbap1,0.008
Dync2i2,0.008
Cyp26b1,0.008
Or10g7,0.008
Fem1c,0.008
Tmem71,0.008
Fem1a,0.008
Nat8,0.008
Ppp2r1b,0.008
Cyp2d6,0.008
Mtbp,0.008
Gdf6,0.008
Cd300ld-as1,0.008
Gnaq,0.008
Lactb,0.008
St3gal6,0.008
Gnai1,0.008
Rab8b,0.008
C2cd6,0.008
Ccdc157,0.008
Klc2,0.008
Mab21l2,0.008
Adamts17,0.008
Fam47a,0.008
Ppp1r16b,0.008
Ppp2r2d,0.008
Btbd8,0.008
Tgif1,0.008
Tymp,0.008
Plcd1,0.008
Or8b3,0.008
Plcd4,0.008
Enkd1,0.008
Pitx3,0.008
Plcd3,0.008
Klc4,0.008
Zcchc2,0.008
Or10k1,0.008
Tsga10,0.008
C1orf52,0.008
C1orf54,0.008
Myd88,0.008
Emc1,0.008
Acbd4,0.008
Ubap1,0.008
Shd,0.008
Fgl1,0.008
Pou4f3,0.008
Gars1,0.008
Shf,0.008
Ccng2,0.008
Amer2,0.008
C1qtnf12,0.008
Dusp16,0.008
Dusp14,0.008
Uqcrc2,0.008
Znf10,0.008
Cacng4,0.008
Dcaf13,0.008
Pfkfb3,0.008
Mageb10,0.008
Pfkfb1,0.008
Ldah,0.008
Dcaf17,0.008
Stim2,0.008
Zacn,0.008
Ms4a2,0.008
Slc35b3,0.008
Aak1,0.008
Tas2r50,0.008
Hdhd3,0.008
Or2t1,0.008
Azi2,0.008
Dalrd3,0.008
Krt77,0.008
Krt76,0.008
Znf564,0.008
Rexo4,0.008
Ncoa4,0.008
Anapc7,0.008
Phlda1,0.008
Or2t4,0.008
Krt72,0.008
Znf25,0.008
Tardbp,0.008
Mad2l1,0.008
Shh,0.008
Tuba3d,0.008
Cmtm1,0.008
Gmfb,0.008
Znf776,0.008
Terb2,0.008
Ms4a8,0.008
Ripply2,0.008
Ccne1,0.008
Ism1,0.008
Znf778,0.008
Nfkb1,0.008
Vcp,0.008
Glra1,0.008
Plaur,0.008
Sez6,0.008
Znf70,0.008
Gtse1,0.008
Klhl11,0.008
Opn1lw,0.008
Mtch2,0.008
Ctage9,0.008
Pdcd7,0.008
Anxa5,0.008
Prb4,0.008
Pdcd6,0.008
Impa2,0.008
Brd1,0.008
Gsn,0.008
Pla2g6,0.008
Il1rap,0.008
Sctr,0.008
Aoc3,0.008
Mmp25,0.008
Slc38a9,0.008
Mreg,0.008
Ca5a,0.008
Gpr85,0.008
Tprn,0.008
Ilkap,0.008
Tomm40l,0.008
Naprt,0.008
Sh2d4a,0.008
Stat2,0.008
Ccnd3,0.008
Stoml1,0.008
Or10q1,0.008
Rapgef1,0.008
Stoml2,0.008
Fam13c,0.008
Agbl5,0.008
Tuft1,0.008
Ghr,0.008
Prss35,0.008
Pacc1,0.008
Ufsp2,0.008
Susd2,0.008
Znf596,0.008
Or13h1,0.008
Plagl2,0.008
Znf598,0.008
Aoc2,0.008
Gdap2,0.008
Tuba3c,0.008
Cramp1,0.008
Tas2r31,0.008
Tas2r30,0.008
Ldha,0.008
Gse1,0.008
Actrt2,0.008
Mmadhc,0.008
Jmjd4,0.008
Gcdh,0.008
Gmppa,0.008
Rpap3,0.008
Paxip1,0.008
Metap1d,0.008
Znf511,0.008
Ldhd,0.008
Pfn1,0.008
Extl2,0.008
Rpap2,0.008
Cgnl1,0.008
Gfpt2,0.008
Usp49,0.008
Or2w1,0.008
Camk1d,0.008
Stxbp4,0.008
Znf830,0.008
Dcstamp,0.008
Pttg1ip,0.008
Cnnm1,0.008
Primpol,0.008
Vps33b,0.008
Tfeb,0.008
Pik3r6,0.008
Sars1,0.008
Sox7,0.008
Cyp7b1,0.008
Ocln,0.008
Mxra8,0.008
Baiap2l1,0.008
C2cd2,0.008
Dcp1b,0.008
Nubp1,0.008
Gns,0.008
Zcchc14,0.008
Ephb4,0.008
Cox7b2,0.008
Ralyl,0.008
Ednra,0.008
Cul4a,0.008
Sox1,0.008
Ldhc,0.008
Efl1,0.008
Adprm,0.008
H4c5,0.008
Smtn,0.008
Usp35,0.008
Smu1,0.008
Irx5,0.008
Sox8,0.008
Pabir3,0.008
Skor1,0.008
Eif4a3,0.008
Eif4a1,0.008
Edn2,0.008
Znf506,0.008
Pgam2,0.008
Scgn,0.008
Rmdn2,0.008
Pcdhga9,0.008
Wwtr1,0.008
Znf540,0.008
Moxd1,0.008
Krt37,0.008
Igsf8,0.008
Usp20,0.008
Arsh,0.008
Cntnap3,0.008
Agpat4,0.008
Pdp2,0.008
Gpr68,0.008
Timp2,0.008
F2rl1,0.008
Spry4,0.008
C17orf75,0.008
Hpr,0.008
Spry3,0.008
Krt12,0.008
Vsig2,0.008
Krt19,0.008
Dcaf4l1,0.008
Hpse2,0.008
Pglyrp2,0.008
Tfrc,0.008
Scp2,0.008
Znf552,0.008
Krt15,0.008
C11orf71,0.008
Rab11fip5,0.008
Slc35g3,0.008
Slc35b2,0.008
Pacs1,0.008
Fignl1,0.008
Micall2,0.008
Krt38,0.008
Rmdn1,0.008
Prame,0.008
H4c9,0.008
Znf835,0.008
Fosl1,0.008
Gpr18,0.008
Dhx33,0.008
Krt27,0.008
Cpxcr1,0.008
Cutc,0.008
Srsf11,0.008
Krt26,0.008
Tmcc3,0.008
Usp14,0.008
Flacc1,0.008
Ankef1,0.008
Cc2d2b,0.008
Tram1l1,0.008
Usp10,0.008
Camk2a,0.008
Bcl11b,0.008
Dhx35,0.008
Krt35,0.008
Arsj,0.008
Igsf9,0.008
Spock1,0.008
Pmpcb,0.008
Lrrc28,0.008
Gpr52,0.008
Ccnb1,0.008
Iqcd,0.008
Cuedc2,0.008
Supt3h,0.008
Sod1,0.008
Znf438,0.008
Rbpj,0.008
Pcgf1,0.008
Oscp1,0.008
Mtmr2,0.008
Ctsc,0.008
Znf433,0.008
Ctsf,0.008
C4bpb,0.008
Or2m3,0.008
Znf431,0.008
C4bpa,0.008
Ctsk,0.008
Apobec3h,0.008
Slain1,0.008
Scml2,0.008
Dbx2,0.008
Ppp1r3b,0.008
Cpe,0.008
Ptprn,0.008
Irf7,0.008
Tmem181,0.008
Fbxl3,0.008
Fbxl2,0.008
Hfe,0.008
Pex3,0.008
Lingo1,0.008
Oaz1,0.008
Plaat5,0.008
Ano2,0.008
Mtmr7,0.008
Casd1,0.008
Gimap7,0.008
Gxylt2,0.008
Gimap5,0.008
Fetub,0.008
Gimap1,0.008
Tpk1,0.008
Nudt19,0.008
Slc12a9,0.008
H2ac16,0.008
Zfyve21,0.008
Or2l8,0.008
Mtpap,0.008
Znf445,0.008
Camkk2,0.008
Rcc1,0.008
Wsb2,0.008
Slc43a1,0.008
Slc17a2,0.008
Slc43a2,0.008
Aars1,0.008
Sdc2,0.008
Nudt12,0.008
Fam98c,0.008
Sage1,0.008
Cwf19l2,0.008
Cpq,0.008
Gpat2,0.008
Glb1,0.008
Apoh,0.008
Tgif2lx,0.008
Lingo3,0.008
Hhipl1,0.008
Pou6f1,0.008
Arpc2,0.008
Dbt,0.008
Spata20,0.008
Thumpd1,0.008
Arhgef35,0.008
Ppp1r11,0.008
Ankrd53,0.008
Pom121l12,0.008
Itgb1,0.008
Amhr2,0.008
Ripk2,0.008
Vax2,0.008
Ap2a1,0.008
Ccdc146,0.008
Dync1i1,0.008
Map3k2,0.008
Ntn1,0.008
Fkbp5,0.008
Oxsr1,0.008
Gabrp,0.008
Nuggc,0.008
Akap17a,0.008
Rbpjl,0.008
Duox2,0.008
Arhgef26,0.008
Tacc1,0.008
Fkbp9,0.008
Ccdc150,0.008
Dck,0.008
Aadacl2,0.008
Ttc21a,0.008
Pgbd4,0.008
Ct47b1,0.008
Mrps28,0.008
Ankrd13a,0.008
Slc2a10,0.008
Brix1,0.008
Adcy4,0.008
Eri3,0.008
Nae1,0.008
Tacr3,0.008
Ccdc198,0.008
Spata18,0.008
Gab1,0.008
Tmem120b,0.008
Ifi44,0.008
Prpf40a,0.008
Dbh,0.008
Spata17,0.008
Bub3,0.008
Spata16,0.008
Lsg1,0.008
Prr23e,0.008
Mllt10,0.008
Znf385c,0.008
Rsad1,0.008
Micu3,0.008
Sfmbt1,0.008
Smg6,0.008
Plppr1,0.008
Smg9,0.008
Micu2,0.008
Ccar2,0.008
Pcgf2,0.008
Mrc1,0.008
Zkscan5,0.008
Vps51,0.008
H2ac20,0.008
Edar,0.008
Nfs1,0.008
Arg2,0.008
Tifab,0.008
Hdac8,0.008
Appbp2,0.008
Sepsecs,0.008
Clec18b,0.008
Znf485,0.008
Chd1l,0.008
Dyrk1b,0.008
Slc6a6,0.008
Sp8,0.008
Ttll1,0.008
Ywhae,0.008
Rmi1,0.008
Lrrc8d,0.008
Rad23b,0.008
Mtcl2,0.008
Dnase2b,0.008
Slc8a3,0.008
Syt9,0.008
Ywhag,0.008
Swap70,0.008
Rprd1a,0.008
Lnx1,0.008
Spn,0.008
Tsnaxip1,0.008
Zkscan3,0.008
Spata32,0.008
Ric8b,0.008
Glt8d1,0.008
Dstyk,0.008
Prb2,0.008
Ppp2r5a,0.008
Vezf1,0.008
Meltf,0.008
Tmprss11b,0.008
Znf790,0.008
Vps37c,0.008
Ccz1b,0.008
Gsta1,0.008
L3mbtl4,0.008
Ppp2r5e,0.008
Hbp1,0.008
Ren,0.008
Mterf4,0.008
Or13c2,0.008
Prcc,0.008
C6orf89,0.008
Upf3b,0.008
Sppl2c,0.008
Rdx,0.008
Tgfb1i1,0.008
Klhl28,0.008
Znf492,0.008
Galr1,0.008
Znf491,0.008
Hectd3,0.008
Ndor1,0.008
Or5h15,0.008
Rprd1b,0.008
Sts,0.008
Insyn2a,0.008
Mllt6,0.008
Apoa5,0.008
Srr,0.008
Apoa4,0.008
Znf461,0.008
Pih1d1,0.008
Taf15,0.008
Nop56,0.008
Apoa2,0.008
Ssb,0.008
Rpl23a,0.008
Slc4a9,0.008
Rbp1,0.008
Zfyve19,0.008
Sbds,0.008
Fcgr2a,0.008
Cdkn2aipnl,0.008
Atad3b,0.008
Ighg3,0.008
Atg9a,0.008
Slc30a4,0.008
Nab1,0.008
Slc30a2,0.008
Pip4k2a,0.008
Slc30a8,0.008
Smap1,0.008
Myadm,0.008
H2ac14,0.008
Ahcyl2,0.008
Il5ra,0.008
Srl,0.008
Ighv1-46,0.008
Daw1,0.008
Glrx2,0.008
Clcn5,0.008
Hexb,0.008
Sbk2,0.008
Ggh,0.008
Rpp40,0.008
Galnt3,0.008
Med28,0.008
Galnt5,0.008
Iglv5-45,0.008
Hdac5,0.008
Med25,0.008
Cers6,0.008
Nhlrc2,0.008
Clcn3,0.008
St6galnac3,0.008
Lrrc8e,0.008
Bend6,0.008
Edem1,0.008
Syt3,0.008
Slc12a2,0.008
Znf473,0.008
Or2ak2,0.008
Sarnp,0.008
Odc1,0.008
Rpl10l,0.008
Srf,0.008
Mllt1,0.008
Bud23,0.008
Znf395,0.008
Qars1,0.008
Map2k6,0.008
Mecr,0.008
Or5h1,0.008
Or14j1,0.008
Arl13b,0.008
Cr1l,0.008
Igkv1d-16,0.008
Nrk,0.008
Zbtb12,0.008
Zscan9,0.008
Eno3,0.008
Meis3,0.008
Arhgap27,0.008
Klrf1,0.008
Spns1,0.008
Srpk1,0.008
Sntg2,0.008
Kcnq1,0.008
Cndp2,0.008
Tdrd5,0.008
Alox12b,0.008
Dtnb,0.008
Rab39a,0.008
Nmi,0.008
Ube2m,0.008
Fcsk,0.008
Hmg20a,0.008
Ccin,0.008
Tdrkh,0.008
C5orf22,0.008
Ampd2,0.008
Ube2n,0.008
Nck2,0.008
Pus3,0.008
Bhlhe40,0.008
Ube2t,0.008
Colq,0.008
Tmem243,0.008
Igf2bp1,0.008
Col20a1,0.008
Bhlhe22,0.008
Dph7,0.008
Rpl31,0.008
Znf202,0.008
Ehf,0.008
Rfx5,0.008
Mrnip,0.008
Sidt2,0.008
Lmod3,0.008
Sgpl1,0.008
Mtrf1,0.008
Flot1,0.008
Slc6a20,0.008
Aurkc,0.008
Rorb,0.008
Rgs10,0.008
Tbce,0.008
Otop3,0.008
Neu3,0.008
Amn,0.008
Dtx3,0.008
Zbtb16,0.008
Zbtb18,0.008
Dtx4,0.008
Otop1,0.008
Zbtb4,0.008
Srpk3,0.008
Klrc2,0.008
Abra,0.008
Arl13a,0.008
Slc46a2,0.008
Osbp2,0.008
Amt,0.008
Nkain2,0.008
Fdxr,0.008
Limk1,0.008
Nlk,0.008
Rps4x,0.008
Gpsm1,0.008
Ciart,0.008
Mapk7,0.008
Ccn4,0.008
Neurod6,0.008
B9d2,0.008
Ccnf,0.008
Strn4,0.008
Bag6,0.008
Bag4,0.008
Pgpep1,0.008
Mknk2,0.008
Maco1,0.008
Dkk3,0.008
Ndufa8,0.008
Krba1,0.008
Mfsd9,0.008
Itih5,0.008
Krba2,0.008
Slamf9,0.008
Chml,0.008
Trmt5,0.008
Hgsnat,0.008
Trmt6,0.008
Cerk,0.008
Adad1,0.008
Gpm6a,0.008
Rgs18,0.008
Psph,0.008
Mfsd1,0.008
Lzts1,0.008
Rnf126,0.008
Sntb1,0.008
Sec62,0.008
Uqcc1,0.008
Mlkl,0.008
Clec7a,0.008
Vstm2a,0.008
Get3,0.008
Atxn7l2,0.008
Pwp1,0.008
Cdk4,0.008
C2orf78,0.008
Ceacam1,0.008
Pcolce2,0.008
Acsl1,0.008
Rasgef1c,0.008
Itih3,0.008
Rasgef1b,0.008
Col8a2,0.008
Steap1,0.008
Cer1,0.008
Cdk3,0.008
Ap5b1,0.008
Get4,0.008
Lox,0.008
Or2t27,0.008
Or5m8,0.008
Pard6b,0.008
Etfb,0.008
Nme8,0.008
Ceacam5,0.008
Kcnj10,0.008
Pdia5,0.008
Cercam,0.008
Cuzd1,0.008
Nek2,0.008
Kcnj13,0.008
Hoxa2,0.008
Limk2,0.008
Vps9d1,0.008
Saysd1,0.008
E2f2,0.008
Rora,0.008
Or5au1,0.008
Rem1,0.008
Rasl11b,0.008
Or14c36,0.008
Tbr1,0.008
Rnf25,0.008
Cflar,0.008
Spdya,0.008
Ggtlc1,0.008
Myoc,0.008
Kiaa1586,0.008
Or51s1,0.008
Tfb1m,0.008
Dpysl2,0.008
Txndc5,0.008
Dnaaf11,0.008
Panx2,0.008
Jph3,0.008
Slc6a19,0.008
Jph2,0.008
Rnf145,0.008
H2bc8,0.008
H2bc7,0.008
Cenpn,0.008
Cmas,0.008
Siglec8,0.008
Parp3,0.008
